station_name,station_id,station_lat,station_lng
"7th & E St SW","31294",38.88345,-77.021741
"Potomac & M St NW","31295",38.905509,-77.065246
"Columbia & Ontario Rd NW","31296",38.924122,-77.04061016666667
"Virginia Ave & 25th St NW","31297",38.89846038350939,-77.05305218696594
"15th & M St NW","31298",38.905424,-77.034674
"Connecticut Ave & R St NW","31299",38.912644,-77.04564
"Van Ness Metro / UDC","31300",38.944551,-77.063896
"Ward Circle / American University","31301",38.938736,-77.087171
"Wisconsin Ave & Newark St NW","31302",38.934881,-77.072755
"Tenleytown / Wisconsin Ave & Albemarle St NW","31303",38.947607,-77.079382
"36th & Calvert St NW / Glover Park","31304",38.922581,-77.070334
"Connecticut Ave & Macomb St NW / Cleveland Park","31305",38.93363733333333,-77.0574825
"39th & Calvert St NW / Stoddert","31306",38.92260816666667,-77.07722016666666
"3000 Connecticut Ave NW / National Zoo","31307",38.930282,-77.055599
"39th & Veazey St NW","31308",38.943837,-77.077078
"Fessenden St & Wisconsin Ave NW","31309",38.954812,-77.082426
"Connecticut & Nebraska Ave NW","31310",38.955016,-77.069956
"13th & O St NW/ Logan Circle","31311",38.908735,-77.029779
"Wisconsin Ave & O St NW","31312",38.90849,-77.063586
"Connecticut Ave & Tilden St NW","31313",38.94113915653008,-77.061977237463
"34th & Water St NW","31314",38.9037315,-77.0675285
"Connecticut Ave & McKinley St NW","31315",38.96454350924588,-77.07513481378555
"Yuma St & Tenley Circle NW","31316",38.946182,-77.08059
"Wisconsin Ave & Ingomar St NW","31317",38.958267,-77.084636
"Connecticut Ave & Yuma St NW","31318",38.947156,-77.065115
"Wisconsin Ave & Brandywine St NW","31319",38.949813,-77.080217
"American University East Campus","31320",38.936298,-77.087128
"15th St & Constitution Ave NW","31321",38.892244,-77.033234
"48th Pl & MacArthur Blvd NW","31322",38.917036,-77.095782
"Woodley Park Metro / Calvert St & Connecticut Ave NW","31323",38.923389,-77.051833
"18th & New Hampshire Ave NW","31324",38.911268,-77.041829
"Reservoir Rd & 38th St NW","31325",38.91266316666667,-77.07438633333334
"Hardy Rec Center","31326",38.90970086204467,-77.08564639091492
"14th & Q St NW","31327",38.910674,-77.03188
"21st St & G st NW","31328",38.89830173667249,-77.04691261053085
"White House","31329",38.89550865931313,-77.03792452812195
"17th & P St NW","31330",38.909858,-77.038566
"Arizona Ave & MacArthur Blvd NW","31331",38.927294,-77.103662
"11th & V St NW","31332",38.918199,-77.027171
"Wisconsin Ave & Rodman St NW","31333",38.939674172021654,-77.07527697086334
